name,link,district
Castle Hotel,/pubs/76036/,lampeter
Cwmanne Tavern,/pubs/66473/,lampeter
"Fish and Anchor, The",/pubs/62012/,lampeter
Fishers Arms,/pubs/66470/,lampeter
"Gilfach Inn, The",/pubs/79418/,lampeter
"Ivy Bush Inn, The",/pubs/76037/,lampeter
Tafarn Jem,/pubs/66474/,lampeter
Vale of Aeron Inn,/pubs/79417/,lampeter
Black Bull,/pubs/50602/,lanark
"Blackwood Arms, The",/pubs/50603/,lanark
"Clydesdale Inn, The",/pubs/64784/,lanark
Coalburn Miners Welfare and Social Club,/pubs/81949/,lanark
"Countryside Inn, The",/pubs/70787/,lanark
Cross Keys Inn,/pubs/50608/,lanark
"Crown Tavern, The",/pubs/70865/,lanark
Horse & Jockey Bar,/pubs/50610/,lanark
Images,/pubs/64785/,lanark
Inn on the Loch,/pubs/64412/,lanark
"Inn, The",/pubs/50611/,lanark
"Last Shift Inn, The",/pubs/83006/,lanark
Maisies Bar,/pubs/50612/,lanark
Masons Arms,/pubs/50614/,lanark
Masons Arms Hotel,/pubs/81936/,lanark
Miss D's,/pubs/83940/,lanark
New Lanark Mill Hotel,/pubs/81898/,lanark
"Riverside, The",/pubs/50618/,lanark
"Robertson Arms Hotel, The",/pubs/83007/,lanark
Southfield Hotel,/pubs/83215/,lanark
Talisker Inn,/pubs/79065/,lanark
Viewfield Tavern,/pubs/50619/,lanark
"Village Inn, The",/pubs/83011/,lanark
"Wallace Cave, The",/pubs/50620/,lanark
"Wee Man, The",/pubs/50622/,lanark
"Woodpecker, The",/pubs/64786/,lanark
75 Church Street,/pubs/19256/,lancaster
Accidental Brewery & Micropub,/pubs/87765/,lancaster
Barker House Farm,/pubs/86386/,lancaster
"Bay Horse Inn, The",/pubs/54469/,lancaster
Black Bull Hotel,/pubs/19240/,lancaster
Black Bull Inn,/pubs/71037/,lancaster
"Boars Head, The",/pubs/63392/,lancaster
"Bobbin, The",/pubs/19245/,lancaster
Boot & Shoe,/pubs/19246/,lancaster
"Borough, The",/pubs/63393/,lancaster
"Bowerham, The",/pubs/19247/,lancaster
Bridge Inn,/pubs/59282/,lancaster
"Britannia, The",/pubs/19249/,lancaster
Brown Cow Inn,/pubs/19250/,lancaster
Butcher 'n' Tonic,/pubs/86488/,lancaster
Coach House Hotel,/pubs/19254/,lancaster
"Cornerhouse, The",/pubs/86476/,lancaster
"Crafty Scholar, The",/pubs/63323/,lancaster
"Crossing, The",/pubs/86354/,lancaster
Dalton Arms,/pubs/19255/,lancaster
Dalton Rooms,/pubs/64536/,lancaster
"Fenwick, The",/pubs/53942/,lancaster
Fibber McGees,/pubs/19258/,lancaster
Fleece Inn,/pubs/59279/,lancaster
Fox & Goose,/pubs/19260/,lancaster
Freeholders Arms,/pubs/19261/,lancaster
Game Cock Inn,/pubs/55336/,lancaster
George & Dragon,/pubs/19262/,lancaster
George & Dragon,/pubs/19263/,lancaster
Golden Lion,/pubs/59268/,lancaster
Greaves Park,/pubs/19264/,lancaster
"Gregson, The",/pubs/79180/,lancaster
"Greyhound, The",/pubs/19266/,lancaster
Grizedale Bar,/pubs/86462/,lancaster
"Herdwick, The",/pubs/86334/,lancaster
"Hest Bank Inn, The",/pubs/19268/,lancaster
Hogarths,/pubs/59276/,lancaster
Hoggs 'n' Heifers,/pubs/19251/,lancaster
Holiday Inn Lancaster,/pubs/56687/,lancaster
Horse & Farrier,/pubs/19270/,lancaster
Horse & Farrier,/pubs/19269/,lancaster
"Keys, The",/pubs/66594/,lancaster
Lancaster House Hotel,/pubs/19275/,lancaster
"Last Drop Inn, The",/pubs/67201/,lancaster
"Lodge, The",/pubs/59281/,lancaster
Manor Inn,/pubs/19279/,lancaster
Merchants 1688,/pubs/19280/,lancaster
"Mill Inn, The",/pubs/19299/,lancaster
"Mill, The",/pubs/86335/,lancaster
Mint Cocktail Bar,/pubs/80546/,lancaster
New Inn,/pubs/19282/,lancaster
"New Melbourne, The",/pubs/86383/,lancaster
"Northern Oak, The",/pubs/86384/,lancaster
"Park, The",/pubs/59278/,lancaster
Pendle Rooms,/pubs/86461/,lancaster
Pendle Witch,/pubs/19273/,lancaster
"Penny Bank, The",/pubs/59270/,lancaster
"Plough, The",/pubs/56689/,lancaster
"Pub, The",/pubs/19252/,lancaster
Punch Bowl Hotel,/pubs/61903/,lancaster
"Red Lion, The",/pubs/86387/,lancaster
Ring O'Bells,/pubs/59274/,lancaster
"Robert Gillow, The",/pubs/62821/,lancaster
Royal,/pubs/19287/,lancaster
Royal Kings Arms Hotel,/pubs/19288/,lancaster
Ship Inn,/pubs/19292/,lancaster
"Sir Richard Owen (JD Wetherspoon), The",/pubs/56287/,lancaster
Squires,/pubs/67339/,lancaster
Station Hotel,/pubs/19295/,lancaster
"Stonewell Tap, The",/pubs/63363/,lancaster
"Stork, The",/pubs/54414/,lancaster
"Study Room, The",/pubs/77943/,lancaster
Sun Dial Inn,/pubs/61902/,lancaster
"Sun, The",/pubs/55001/,lancaster
"Tap House, The",/pubs/19293/,lancaster
"Three Mariners, The",/pubs/19298/,lancaster
Tipple Cocktails,/pubs/86486/,lancaster
Toll House Inn,/pubs/19257/,lancaster
Trevor,/pubs/86385/,lancaster
"Trough of Bowland, The",/pubs/86388/,lancaster
Wagon & Horses,/pubs/19302/,lancaster
"Water Witch, The",/pubs/19303/,lancaster
White Cross,/pubs/59277/,lancaster
Ye Olde John O'Gaunt,/pubs/19272/,lancaster
Ye Olde Shambles Inn,/pubs/87760/,lancaster
Yorkshire Taps,/pubs/19304/,lancaster
"Crabtree Inn, The",/pubs/39676/,lancing
Farmers Hotel,/pubs/39677/,lancing
"Gardeners Arms, The",/pubs/57214/,lancing
Harvester The Britannia,/pubs/68701/,lancing
Joyful Whippet,/pubs/39678/,lancing
"Marquis, The",/pubs/39679/,lancing
"Merry Monk, The",/pubs/39680/,lancing
Miller & Carter Lancing,/pubs/57213/,lancing
"New Sussex Hotel, The",/pubs/39682/,lancing
"Stanley Ale House, The",/pubs/82641/,lancing
Buck Hotel,/pubs/48443/,langholm
"Crown Hotel, The",/pubs/48445/,langholm
"Douglas Hotel, The",/pubs/48446/,langholm
Eskdale Hotel,/pubs/48444/,langholm
"Black Swan, The",/pubs/33017/,langport
"Devonshire Arms, The",/pubs/57804/,langport
"Drayton Crown, The",/pubs/33019/,langport
"Firehouse, The",/pubs/84173/,langport
Halfway House,/pubs/33020/,langport
"King William IV, The",/pubs/57802/,langport
"Kings Head Inn, The",/pubs/73964/,langport
Lamb & Lion,/pubs/33021/,langport
Langport Arms Hotel,/pubs/33022/,langport
"Lime Kiln Inn, The",/pubs/72616/,langport
"Old Pound Inn, The",/pubs/65242/,langport
"Rose & Crown (Eli's), The",/pubs/57803/,langport
Commercial Hotel,/pubs/51565/,larbert
Crown Inn,/pubs/51566/,larbert
Gilmours Bar,/pubs/51568/,larbert
Outside Inn,/pubs/86832/,larbert
Plough Hotel,/pubs/51569/,larbert
"Stables, The",/pubs/51567/,larbert
Station Hotel,/pubs/67842/,larbert
Drouthy Neebors,/pubs/85907/,largs
"George, The",/pubs/64788/,largs
Henry's Bar @ Brisbane House Hotel,/pubs/75107/,largs
J G Sharps,/pubs/75108/,largs
Lounge,/pubs/66644/,largs
Macaulays,/pubs/48084/,largs
McCabes,/pubs/66645/,largs
"Paddle Steamer (JD Wetherspoon), The",/pubs/84256/,largs
Potters,/pubs/75110/,largs
"Queens Hotel, The",/pubs/48094/,largs
Room,/pubs/70343/,largs
"Royal Oak, The",/pubs/48089/,largs
"Three Reasons, The",/pubs/48082/,largs
Village Bar,/pubs/70401/,largs
"Waterside, The",/pubs/48083/,largs
Woody's Bar @ The Woodhouse Hotel,/pubs/75385/,largs
Ye Olde Anchor Inn,/pubs/48098/,largs
Alan's,/pubs/82558/,larkhall
Applebank Inn,/pubs/50623/,larkhall
"Buckshead Inn, The",/pubs/50625/,larkhall
"Central, The",/pubs/50626/,larkhall
"Cross Keys Inn, The",/pubs/50628/,larkhall
Curly's,/pubs/83176/,larkhall
"Lea Rig Roadhouse, The",/pubs/50630/,larkhall
Machan Vaults,/pubs/50631/,larkhall
"Music Room, The",/pubs/82788/,larkhall
"Opal Bar @ Radstone Hotel, The",/pubs/50633/,larkhall
"Ranch, The",/pubs/83173/,larkhall
"Raploch, The",/pubs/50632/,larkhall
"Royal Bar, The",/pubs/83174/,larkhall
"Thistle Inn, The",/pubs/50634/,larkhall
"Village Tavern, The",/pubs/83175/,larkhall
Ballygally Castle Hotel,/pubs/46528/,larne
Chekkers,/pubs/71039/,larne
Halfway House Hotel,/pubs/46532/,larne
"Kiln, The",/pubs/46533/,larne
Kilwaughter House Hotel,/pubs/46534/,larne
Magheramorne House Hotel,/pubs/46535/,larne
Manchester Bar,/pubs/46536/,larne
"Meeting House, The",/pubs/46537/,larne
Millbay Inn,/pubs/46538/,larne
Olderfleet Hotel,/pubs/46539/,larne
Rafters,/pubs/46540/,larne
"Rising Tide, The",/pubs/46541/,larne
"Station Bar, The",/pubs/46542/,larne
"Thatch, The",/pubs/46543/,larne
Townhall Bar,/pubs/46544/,larne
Elginhaugh Farm,/pubs/82931/elginhaugh-farm-lasswade-edinburgh/,lasswade
Laird & Dog Hotel,/pubs/50757/,lasswade
Melville Castle,/pubs/50758/,lasswade
"Melville Inn, The",/pubs/69241/,lasswade
Polton Inn,/pubs/50759/,lasswade
Black Bull Hotel,/pubs/48282/,lauder
"Golden Bannock, The",/pubs/48284/,lauder
"Lauderdale Hotel, The",/pubs/82594/,lauder
"Tower Hotel, The",/pubs/82598/,lauder
Angels Bar,/pubs/78159/,launceston
"Archer Arms, The",/pubs/65366/,launceston
Arscott Arms,/pubs/65364/,launceston
"Bell Inn, The",/pubs/4593/,launceston
"Countryman, The",/pubs/4594/,launceston
"Eliot Arms Square & Compass, The",/pubs/65365/,launceston
Frog & Bucket,/pubs/64103/,launceston
Harveys,/pubs/78158/,launceston
"Jamaica Inn, The",/pubs/63594/,launceston
"Kings Head, The",/pubs/61199/,launceston
Launceston Arms,/pubs/65363/,launceston
Newmarket Inn,/pubs/4596/,launceston
"Pint & Post, The",/pubs/65367/,launceston
"Racehorse Inn, The",/pubs/64102/,launceston
Rising Sun Inn,/pubs/81064/,launceston
"Springer Spaniel, The",/pubs/61204/,launceston
"Westgate Inn, The",/pubs/4599/,launceston
White Hart Hotel,/pubs/4600/,launceston
White Horse Inn,/pubs/4601/,launceston
Broadstraik Inn,/pubs/83765/,laurencekirk
Crown Inn,/pubs/50401/,laurencekirk
Garlogie Inn,/pubs/83722/,laurencekirk
Jaffs,/pubs/83720/,laurencekirk
Key West,/pubs/83781/,laurencekirk
Red Star,/pubs/83724/,laurencekirk
"Redhall Arms, The",/pubs/62599/,laurencekirk
"Royal Hotel, The",/pubs/50405/,laurencekirk
Sauchieburn Hotel,/pubs/50404/,laurencekirk
"Scots Corner, The",/pubs/62600/,laurencekirk
Shepherds Rest,/pubs/83780/,laurencekirk
"Stables Bar @ Marykirk Hotel, The",/pubs/83681/,laurencekirk
"Thistle Inn, The",/pubs/50406/,laurencekirk
Western Inn,/pubs/50407/,laurencekirk
Altoria Bar,/pubs/74318/,leamington-spa
Angel Hotel,/pubs/76852/,leamington-spa
"Anti Social, The",/pubs/37062/,leamington-spa
"Avenue, The",/pubs/57423/,leamington-spa
Bedford Street,/pubs/36986/,leamington-spa
Beer Torrent Tasting Room,/pubs/87012/,leamington-spa
"Benjamin Satchwell (JD Wetherspoon), The",/pubs/56987/,leamington-spa
Big Cat Coma,/pubs/37038/,leamington-spa
Bowling Green Inn,/pubs/36979/,leamington-spa
Builders Arms,/pubs/68188/,leamington-spa
"Bulldog, The",/pubs/37057/,leamington-spa
"Butchers Arms, The",/pubs/36983/,leamington-spa
Cafe Rouge,/pubs/76853/,leamington-spa
Cellar Cub,/pubs/86533/,leamington-spa
"Clarendon, The",/pubs/37060/,leamington-spa
Clink Cellar Bar,/pubs/76849/,leamington-spa
Copper Pot,/pubs/37004/,leamington-spa
"Cricketers, The",/pubs/36989/,leamington-spa
"Crown Inn, The",/pubs/36991/,leamington-spa
"Drawing Board, The",/pubs/37023/,leamington-spa
Episode Hotel,/pubs/37012/,leamington-spa
"Fat Pug, The",/pubs/36987/,leamington-spa
"Fizzy Moon Brew House, The",/pubs/74358/,leamington-spa
"Fox & Vivian, The",/pubs/37041/,leamington-spa
"Fusilier, The",/pubs/36998/,leamington-spa
"Gamecock, The",/pubs/36999/,leamington-spa
"Green Man, The",/pubs/37001/,leamington-spa
"Greyhound, The",/pubs/36985/,leamington-spa
"Grist Mill, The",/pubs/65853/,leamington-spa
"Heathcote Inn, The",/pubs/37003/,leamington-spa
"Holly Bush, The",/pubs/37005/,leamington-spa
Hope & Anchor,/pubs/68189/,leamington-spa
"Hope Tavern, The",/pubs/37006/,leamington-spa
House,/pubs/74320/,leamington-spa
Jephsons Bar,/pubs/74354/,leamington-spa
Jet & Whittle,/pubs/37007/,leamington-spa
"Joiners Arms, The",/pubs/37008/,leamington-spa
Kelseys Bar,/pubs/74319/,leamington-spa
Kings Head,/pubs/37010/,leamington-spa
Las Iguanas,/pubs/82941/,leamington-spa
Leif Tea Rooms and Piano Bar,/pubs/37031/,leamington-spa
"Leopard, The",/pubs/37013/,leamington-spa
"Moorings at Myton, The",/pubs/67083/,leamington-spa
Morgan's Bar,/pubs/76856/,leamington-spa
Murphy's,/pubs/74321/,leamington-spa
"New Inn, The",/pubs/37021/,leamington-spa
Newbold  Comyn Arms & Stables Bar,/pubs/37022/,leamington-spa
"Old Library, The",/pubs/37009/,leamington-spa
Pig & Fiddle,/pubs/37028/,leamington-spa
"Plough & Harrow, The",/pubs/37029/,leamington-spa
"Queens Head, The",/pubs/37032/,leamington-spa
"Railway Inn, The",/pubs/37033/,leamington-spa
Red Lion,/pubs/37035/,leamington-spa
"Red Lion, The",/pubs/37036/,leamington-spa
"Royal Pug, The",/pubs/76851/,leamington-spa
"Rugby Tavern, The",/pubs/37039/,leamington-spa
"Shakespeare Inn, The",/pubs/37040/,leamington-spa
Somerville Arms,/pubs/68190/,leamington-spa
"Stag, The",/pubs/37042/,leamington-spa
Star & Garter,/pubs/37043/,leamington-spa
TJ's Bar,/pubs/57424/,leamington-spa
"Town House, The",/pubs/37051/,leamington-spa
Troy,/pubs/76855/,leamington-spa
Turtle Bay,/pubs/82940/,leamington-spa
"Waterside Inn, The",/pubs/37050/,leamington-spa
"Wheatsheaf, The",/pubs/37054/,leamington-spa
"White Hart Inn, The",/pubs/37049/,leamington-spa
White Horse,/pubs/37055/,leamington-spa
"White Lion, The",/pubs/37056/,leamington-spa
"Windmill, The",/pubs/81931/,leamington-spa
"Woodland Tavern, The",/pubs/37061/,leamington-spa
"Anchor, The",/pubs/35962/,leatherhead
"Barley Mow, The",/pubs/35963/,leatherhead
"Bear, The",/pubs/35964/,leatherhead
"Bell, The",/pubs/35965/,leatherhead
Duke Of Wellington,/pubs/35967/,leatherhead
"Duke's Head, The",/pubs/55044/,leatherhead
"Edmund Tylney (JD Wetherspoon), The",/pubs/55048/,leatherhead
King William IV,/pubs/35968/,leatherhead
"Old Crown, The",/pubs/35969/,leatherhead
"Penny Black, The",/pubs/35970/,leatherhead
"Plough, The",/pubs/35971/,leatherhead
"Plough, The",/pubs/35972/,leatherhead
"Royal Oak, The",/pubs/35974/,leatherhead
"Running Horse, The",/pubs/35975/,leatherhead
Sir Douglas Haig,/pubs/35976/,leatherhead
"Star, The",/pubs/35977/,leatherhead
"Victoria, The",/pubs/69079/,leatherhead
Ye Olde Windsor Castle,/pubs/35979/,leatherhead
"Bell Inn, The",/pubs/67062/,lechlade
"Crown Inn, The",/pubs/12721/,lechlade
"Five Alls, The",/pubs/63148/,lechlade
"New Inn Hotel, The",/pubs/12722/,lechlade
"Plough, The",/pubs/60244/,lechlade
Riverside,/pubs/12724/,lechlade
"Swan, The",/pubs/67061/,lechlade
"Swan, The",/pubs/12726/,lechlade
Trout Inn,/pubs/12728/,lechlade
"Bell Inn, The",/pubs/59500/,ledbury
Brewery Inn,/pubs/14294/,ledbury
"Farmers Arms, The",/pubs/59503/,ledbury
Feathers Hotel,/pubs/14296/,ledbury
"Full Pitcher, The",/pubs/14297/,ledbury
Horseshoe Inn,/pubs/14298/,ledbury
"Lion, The",/pubs/84524/,ledbury
Oak Inn,/pubs/64079/,ledbury
"Olde Talbot Hotel, The",/pubs/59497/,ledbury
Prince of Wales,/pubs/14300/,ledbury
"Retreat, The",/pubs/14295/,ledbury
Royal Oak,/pubs/68239/,ledbury
Royal Oak Hotel,/pubs/14301/,ledbury
"Seven Stars, The",/pubs/14302/,ledbury
Slip Tavern,/pubs/68240/,ledbury
"Trumpet Inn, The",/pubs/59495/,ledbury
"Walwyn Arms, The",/pubs/59502/,ledbury
Weston's Scrumpy House,/pubs/71953/,ledbury
Wheatsheaf Inn,/pubs/68933/,ledbury
Abbey Inn,/pubs/34364/,leek
Ball Haye Tavern,/pubs/34365/,leek
Beer Dock,/pubs/85286/,leek
Benks,/pubs/34366/,leek
Beyond the Pale,/pubs/84494/,leek
"Bird In Hand, The",/pubs/34367/,leek
"Black Lion, The",/pubs/57650/,leek
"Black Lion, The",/pubs/69912/,leek
Black Swan,/pubs/34368/,leek
"Blue Mugge, The",/pubs/34369/,leek
"Boat Inn, The",/pubs/34370/,leek
Britannia Inn,/pubs/72144/,leek
"Cattlemarket Inn, The",/pubs/34371/,leek
Cobblers,/pubs/84994/,leek
"Cock Inn, The",/pubs/57643/,leek
Den Engel,/pubs/57644/,leek
Dyers Arms,/pubs/34373/,leek
Earl Grey Inn,/pubs/34374/,leek
Elmo's,/pubs/57645/,leek
Flying Horse Inn,/pubs/34375/,leek
"Fountain Inn, The",/pubs/34376/,leek
"Green Dragon (JD Wetherspoon), The",/pubs/72143/,leek
Hare & Gate,/pubs/34378/,leek
"Hollybush, The",/pubs/34379/,leek
Hotel Rudyard,/pubs/34380/,leek
Jervis Arms,/pubs/65416/,leek
"Lazy Trout, The",/pubs/57651/,leek
"Mulberry Leaves, The",/pubs/83357/,leek
"Napoli, The",/pubs/82227/,leek
"Old Mill, The",/pubs/87312/,leek
"Prince Of Wales, The",/pubs/34387/,leek
"Priory, The",/pubs/34388/,leek
Quiet Woman,/pubs/34389/,leek
"Red Lion Inn, The",/pubs/34390/,leek
"Red Lion, The",/pubs/57649/,leek
Reform Inn,/pubs/73436/,leek
"Roebuck, The",/pubs/34391/,leek
Royal Cottage,/pubs/65977/,leek
Spout Brew House,/pubs/86687/,leek
Three Horseshoes Inn,/pubs/77189/,leek
"Valiant, The",/pubs/34393/,leek
"Wilkes Head, The",/pubs/34396/,leek
"Winking Man, The",/pubs/57652/,leek
Ye Olde Rock Inn,/pubs/71430/,leek
45 West,/pubs/85121/,leicester
Aberdale,/pubs/69239/,leicester
"Adventurers, The",/pubs/20441/,leicester
"Ale Stone, The",/pubs/85713/,leicester
"Ale Wagon, The",/pubs/55006/,leicester
Axe & Square,/pubs/20443/,leicester
Babelas,/pubs/84508/,leicester
"Badgers Sett, The",/pubs/20677/,leicester
"Bakers Arms, The",/pubs/20446/,leicester
Bar 66,/pubs/20474/,leicester
Bar Dos Hermanos,/pubs/67170/,leicester
Bar Gaudi,/pubs/85122/,leicester
"Barley Mow, The",/pubs/20449/,leicester
"Basement, The",/pubs/20737/,leicester
Beer Pharmacie,/pubs/87288/,leicester
"Bees Knees, The",/pubs/20451/,leicester
"Bell, The",/pubs/20454/,leicester
"Black Boy, The",/pubs/20457/,leicester
"Black Dog, The",/pubs/20458/,leicester
Black Horse Inn,/pubs/20459/,leicester
"Black Horse, The",/pubs/20461/,leicester
"Black Horse, The",/pubs/20460/,leicester
"Blackbird, The",/pubs/20463/,leicester
Blacksmiths Arms,/pubs/20464/,leicester
Blue Bell Inn,/pubs/20467/,leicester
Blue Bell Inn,/pubs/20466/,leicester
"Blue Bell Inn, The",/pubs/20468/,leicester
"Blue Boar, The",/pubs/84554/,leicester
"Blue Lion, The",/pubs/20469/,leicester
Bodega Cantina,/pubs/85119/,leicester
"Bowling Green, The",/pubs/20547/,leicester
Bradgate Arms,/pubs/20472/,leicester
"Bradgate, The",/pubs/20473/,leicester
Brewdog,/pubs/20736/,leicester
Bricklayers Arms,/pubs/66273/,leicester
"Bridle Lane Tavern, The",/pubs/20477/,leicester
Britannia Inn,/pubs/20478/,leicester
"Broadway, The",/pubs/20479/,leicester
"Brookside Inn, The",/pubs/20480/,leicester
Bulls Head,/pubs/58925/,leicester
"Bulls Head, The",/pubs/20486/,leicester
"Bulls Head, The",/pubs/20481/,leicester
"Bulls Head, The",/pubs/20482/,leicester
"Bulls Head, The",/pubs/20484/,leicester
"Bulls Head, The",/pubs/58931/,leicester
"Bulls Head, The",/pubs/20487/,leicester
Cafe Bruxelles,/pubs/58892/,leicester
Cafe Rouge,/pubs/85129/,leicester
Canas y Tapas,/pubs/66274/,leicester
Castle Hotel,/pubs/20491/,leicester
"Cedars, The",/pubs/64900/,leicester
"Charny Inn, The",/pubs/71990/,leicester
Cheney Arms,/pubs/20494/,leicester
Cherry Tree,/pubs/58904/,leicester
"Clarendon, The",/pubs/71992/,leicester
Clowes Arms,/pubs/20495/,leicester
Coach & Horses,/pubs/71993/,leicester
Coach & Horses,/pubs/20496/,leicester
Coach & Horses Inn,/pubs/20497/,leicester
Coast to Coast,/pubs/85123/,leicester
"Cock Inn, The",/pubs/20499/,leicester
"Cookie, The",/pubs/85124/,leicester
"Copt Oak, The",/pubs/20501/,leicester
"Corn Exchange (Lloyds No1), The",/pubs/56937/,leicester
"Cosy Club, The",/pubs/82323/,leicester
"Counting House, The",/pubs/20504/,leicester
Cow & Plough,/pubs/58930/,leicester
"Cradock Arms, The",/pubs/20507/,leicester
"Cricketers, The",/pubs/20509/,leicester
Cross Keys Inn,/pubs/20511/,leicester
"Crown Inn  , The",/pubs/58936/,leicester
"Crown Inn, The",/pubs/20516/,leicester
Crows Nest Inn,/pubs/20517/,leicester
"Dog & Gun, The",/pubs/20519/,leicester
"Dog & Gun, The",/pubs/20521/,leicester
"Dog & Gun, The",/pubs/20523/,leicester
"Dog & Gun, The",/pubs/20524/,leicester
"Dog & Gun, The",/pubs/20520/,leicester
"Dog House, The",/pubs/79584/,leicester
"Donkey, The",/pubs/20548/,leicester
Dove Inn,/pubs/20526/,leicester
"Dovecote, The",/pubs/20527/,leicester
Dover Castle,/pubs/20528/,leicester
Duffy's Bar,/pubs/20730/,leicester
"Earl of Stamford, The",/pubs/83424/,leicester
Elephant & Castle Inn,/pubs/20533/,leicester
Exchange,/pubs/79597/,leicester
Fat Cat Cafe Bar,/pubs/20536/,leicester
Firebug,/pubs/58896/,leicester
"Forest Park, The",/pubs/20720/,leicester
"Foresters Arms, The",/pubs/55516/,leicester
"Forge Inn, The",/pubs/58928/,leicester
"Fountain, The",/pubs/20538/,leicester
"Fox & Goose, The",/pubs/20539/,leicester
Fox & Hounds,/pubs/20541/,leicester
Fox & Hounds,/pubs/20540/,leicester
Fox & Tiger,/pubs/20555/,leicester
Fox Inn,/pubs/20542/,leicester
Foxie Browns,/pubs/85117/,leicester
Friary,/pubs/58899/,leicester
Gadabout,/pubs/76987/,leicester
"Gate Hangs Well, The",/pubs/20549/,leicester
"Gates Inn, The",/pubs/20551/,leicester
"General Elliot, The",/pubs/20552/,leicester
"George & Dragon, The",/pubs/20554/,leicester
Glen Parva Manor,/pubs/58927/,leicester
"Glen, The",/pubs/20556/,leicester
"Globe, The",/pubs/58898/,leicester
"Golden Fleece, The",/pubs/20559/,leicester
Golden Shield,/pubs/20560/,leicester
Grand Hotel,/pubs/20562/,leicester
Grange Farm,/pubs/66981/,leicester
Greyhound Inn,/pubs/20563/,leicester
Grove Farm,/pubs/82256/,leicester
"Gun Dog, The",/pubs/20522/,leicester
Gynsills,/pubs/20564/,leicester
Hansom Cab,/pubs/66279/,leicester
"Harrow Inn, The",/pubs/20565/,leicester
Harvester Meridian Park,/pubs/83669/,leicester
"Heathcote Arms, The",/pubs/20568/,leicester
Heathley Park,/pubs/71996/,leicester
"High Cross (JD Wetherspoon), The",/pubs/56932/,leicester
"Hind, The",/pubs/20569/,leicester
Hobby Horse Farm,/pubs/82435/,leicester
Hogarths,/pubs/58919/,leicester
"Hope & Anchor, The",/pubs/20571/,leicester
"Horse & Groom, The",/pubs/20572/,leicester
"Horse & Groom, The",/pubs/20573/,leicester
Horse & Hounds,/pubs/20574/,leicester
Horse & Jockey,/pubs/71994/,leicester
"Humberstone Inn, The",/pubs/20576/,leicester
Huntsman,/pubs/58902/,leicester
"Jubilee Inn, The",/pubs/20583/,leicester
"Kaffir, The",/pubs/75896/,leicester
"Keepers Lodge, The",/pubs/20599/,leicester
"Kings Head, The",/pubs/20588/,leicester
"Kings Head, The",/pubs/58907/,leicester
Knight & Garter,/pubs/20607/,leicester
La Tasca,/pubs/78232/,leicester
"Lancaster Arms, The",/pubs/20591/,leicester
"Lansdowne, The",/pubs/55279/,leicester
Las Iguanas,/pubs/66276/,leicester
"Last Plantagenet (JD Wetherspoon), The",/pubs/55278/,leicester
"Laundry, The",/pubs/58911/,leicester
Lava,/pubs/20751/,leicester
"Loaded Dog, The",/pubs/55280/,leicester
Local Hero,/pubs/68374/,leicester
"Locker Room, The",/pubs/66277/,leicester
"Lord Keeper of the Great Seal (JD Wetherspoon), The",/pubs/56934/,leicester
"Lord Nelson Inn, The",/pubs/20597/,leicester
"Malt Shovel Inn, The",/pubs/20600/,leicester
Manhattan 34,/pubs/79596/,leicester
Market Tavern,/pubs/66282/,leicester
"Marquis Wellington, The",/pubs/55281/,leicester
Martin Inn,/pubs/20603/,leicester
Marz,/pubs/85125/,leicester
Mash & Press,/pubs/87381/,leicester
Mem Saab,/pubs/66283/,leicester
Merry Monarch,/pubs/71997/,leicester
"Midland Railway, The",/pubs/20605/,leicester
Mill Hill Cask & Coffee,/pubs/86648/,leicester
Mill On The Soar Hotel,/pubs/20606/,leicester
Miller & Carter,/pubs/20668/,leicester
Miller & Carter Steakhouse,/pubs/20543/,leicester
Nags Head Inn,/pubs/20611/,leicester
"Nags Head, The",/pubs/58929/,leicester
"Nags Head, The",/pubs/20613/,leicester
Narborough Arms,/pubs/20615/,leicester
Natterjacks,/pubs/83740/,leicester
Nemo's Bar,/pubs/20505/,leicester
New Greyhound Inn,/pubs/20616/,leicester
"New Inn, The",/pubs/20618/,leicester
"New Road Inn, The",/pubs/20619/,leicester
Nine Bar,/pubs/20620/,leicester
O'Neill's,/pubs/58910/,leicester
Oadby Owl,/pubs/70672/,leicester
Oasis Bar,/pubs/84497/,leicester
Odd Bar,/pubs/66284/,leicester
Old Black Horse Inn,/pubs/20622/,leicester
"Old Crown, The",/pubs/20626/,leicester
"Old Hare & Hounds, The",/pubs/20629/,leicester
"Old Horse, The",/pubs/20630/,leicester
"Old Inn, The",/pubs/20631/,leicester
"Old Plough, The",/pubs/65219/,leicester
Old Vicarage,/pubs/75895/,leicester
"Old White Swan, The",/pubs/20637/,leicester
"Olde Lancaster Inn, The",/pubs/20638/,leicester
"Orange Tree, The",/pubs/20639/,leicester
"Owl & The Pussycat, The",/pubs/20640/,leicester
"Parcel Yard, The",/pubs/58922/,leicester
Phoenix,/pubs/81834/,leicester
Pi Bar,/pubs/58914/,leicester
Plough Inn,/pubs/20645/,leicester
"Plough, The",/pubs/20647/,leicester
"Pug & Greyhound, The",/pubs/20628/,leicester
Queen Victoria,/pubs/20655/,leicester
Queen of Bradgate,/pubs/66287/,leicester
"Queens Head, The",/pubs/20657/,leicester
"Queens Head, The",/pubs/20658/,leicester
"Queens Head, The",/pubs/20659/,leicester
"Railway Arms, The",/pubs/20660/,leicester
"Railway Inn, The",/pubs/20661/,leicester
